RxnID	Comps	Eq	Subs	Type	Class
HMR_5417	m	H+[m] + mitooxidized thioredoxin[m] + NADPH[m] => mitothioredoxin[m] + NADP+[m]	Pyrimidine metabolism	Pan	Absent
HMR_6613	n	dADP[n] + dTDP[n] <=> dATP[n] + dTMP[n]	Pyrimidine metabolism	Pan	Absent
HMR_7744	c	H2O[c] + pseudouridine-5-phosphate[c] <=> ribose-5-phosphate[c] + uracil[c]	Pyrimidine metabolism	Pan	Absent
HMR_7894	m	ADP[m] + dITP[m] <=> ATP[m] + dIDP[m]	Nucleotide metabolism	Pan	Absent
HMR_7895	m	ADP[m] + ITP[m] <=> ATP[m] + IDP[m]	Nucleotide metabolism	Pan	Absent
HMR_8445	m	ATP[m] + cytidine[m] => ADP[m] + CMP[m]	Nucleotide metabolism	Pan	Absent
HMR_8446	n	cytidine[n] + H2O[n] => NH3[n] + uridine[n]	Nucleotide metabolism	Pan	Absent
HMR_8477	m	ADP[m] + dCMP[m] <=> ATP[m] + deoxycytidine[m]	Nucleotide metabolism	Pan	Absent
HMR_8484	m	ATP[m] + inosine[m] => ADP[m] + IMP[m]	Nucleotide metabolism	Pan	Absent
HMR_8493	l	dCMP[l] + H2O[l] => deoxycytidine[l] + Pi[l]	Nucleotide metabolism	Pan	Absent
HMR_8494	l	dAMP[l] + H2O[l] => deoxyadenosine[l] + Pi[l]	Nucleotide metabolism	Pan	Absent
HMR_8495	l	dGMP[l] + H2O[l] => deoxyguanosine[l] + Pi[l]	Nucleotide metabolism	Pan	Absent
HMR_6968	m	CoA[m] + N-acetyl-L-asparagine[m] <=> acetyl-CoA[m] + asparagine[m]	Alanine, aspartate and glutamate metabolism	Pan	Absent
HMR_6969	c	H2O[c] + N-acetyl-L-asparagine[c] <=> acetate[c] + asparagine[c]	Alanine, aspartate and glutamate metabolism	Pan	Absent
HMR_6970	c	(S)-2-aminobutanoate[c] + AKG[c] <=> 2-oxobutyrate[c] + glutamate[c]	Alanine, aspartate and glutamate metabolism	Pan	Absent
HMR_6971	c	(S)-2-aminobutanoate[c] + 5-oxoproline[c] <=> gamma-L-glutamyl-L-alpha-aminobutyrate[c]	Alanine, aspartate and glutamate metabolism	Pan	Absent
HMR_6972	c	5-oxoproline[c] + GSH[c] <=> gamma-glutamylglutathione[c]	Alanine, aspartate and glutamate metabolism	Pan	Absent
HMR_3832	c	arginine[c] + H2O[c] => citrulline[c] + NH3[c]	Arginine and proline metabolism	Pan	Absent
HMR_4605	m	4-aminobutanal[m] + H2O[m] + NADP+[m] => 4-aminobutyrate[m] + H+[m] + NADPH[m]	Arginine and proline metabolism	Pan	Absent
HMR_6940	c	CoA[c] + N8-acetylspermidine[c] <=> acetyl-CoA[c] + spermidine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6953	c	H2O[c] + NAD+[c] + spermidine monoaldehyde 1[c] => H+[c] + NADH[c] + putreanine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6954	c	H2O[c] + NAD+[c] + spermidine monoaldehyde 2[c] => H+[c] + isoputreanine[c] + NADH[c]	Arginine and proline metabolism	Pan	Absent
HMR_6955	m	1-pyrroline[m] + H2O[m] <=> 4-aminobutanal[m]	Arginine and proline metabolism	Pan	Absent
HMR_6960	c	CoA[c] + N1,N8-diacetylspermidine[c] <=> acetyl-CoA[c] + N1-acetylspermidine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6962	p	H2O[p] + N1-acetylspermidine[p] + O2[p] => acetamidopropanal[p] + H2O2[p] + putrescine[p]	Arginine and proline metabolism	Pan	Absent
HMR_6965	c	dehydrospermidine[c] + H+[c] + NADH[c] <=> NAD+[c] + spermidine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6966	c	1,3-diaminopropane[c] + 1-pyrroline[c] <=> dehydrospermidine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6967	c	1,3-diaminopropane[c] + deoxyhypusine[c] <=> lysine[c] + spermidine[c]	Arginine and proline metabolism	Pan	Absent
HMR_6973	c	H+[c] + NADH[c] + spermic acid 1[c] <=> H2O[c] + NAD+[c] + spermine monoaldehyde[c]	Arginine and proline metabolism	Pan	Absent
HMR_8416	m	acetyl-CoA[m] + glutamate[m] => CoA[m] + N-acetyl-L-glutamate[m]	Arginine and proline metabolism	Pan	Absent
HMR_8425	c	H2O[c] + N-acetylornithine[c] <=> acetate[c] + ornithine[c]	Arginine and proline metabolism	Pan	Absent
HMR_8431	c	creatine-phosphate[c] + 2 H+[c] => creatinine[c] + Pi[c]	Arginine and proline metabolism	Pan	Absent
HMR_3750	m	CoA[m] + isobutyrylglycine[m] <=> glycine[m] + isobutyryl-CoA[m]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_3771	m	CoA[m] + isovalerylglycine[m] <=> glycine[m] + isovaleryl-CoA[m]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_3772	m	3-methylcrotonoylglycine[m] + CoA[m] <=> 3-methylcrotonyl-CoA[m] + glycine[m]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_3782	m	2-methylbutyryl-CoA[m] + glycine[m] <=> 2-methylbutyrylglycine[m] + CoA[m]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_3794	m	CoA[m] + N-acetyl-L-alanine[m] <=> acetyl-CoA[m] + alanine[m]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_4199	c	H2O[c] + N-acetyl-L-alanine[c] <=> acetate[c] + alanine[c]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_4284	c	threonine[c] => acetaldehyde[c] + glycine[c]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_4466	c	hydroxypyruvate[c] => 2-hydroxy-3-oxopropanoate[c]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_4937	c	alanine[c] + GSH[c] <=> cys-gly[c] + gamma-L-glutamyl-L-alanine[c]	Glycine, serine and threonine metabolism	Pan	Absent
HMR_4426	c	acetylcarnosine[c] + CoA[c] <=> acetyl-CoA[c] + carnosine[c]	Histidine metabolism	Pan	Absent
HMR_4660	c	4-imidazolone-5-propanoate[c] + H2O[c] => N-formimino-L-glutamate[c]	Histidine metabolism	Pan	Absent
HMR_4712	c	H2O[c] + urocanate[c] => 4-imidazolone-5-propanoate[c]	Histidine metabolism	Pan	Absent
HMR_4241	n	histone-N6-methyl-L-lysine[n] + SAH[n] <=> histone-L-lysine[n] + SAM[n]	Lysine metabolism	Pan	Absent
HMR_8017	p	H2O[p] + lysine[p] + O2[p] => 6-amino-2-oxohexanoate[p] + H2O2[p] + NH3[p]	Lysine metabolism	Pan	Absent
HMR_8018	p	6-amino-2-oxohexanoate[p] => delta1-piperideine-2-carboxylate[p] + H2O[p]	Lysine metabolism	Pan	Absent
HMR_8019	p	delta1-piperideine-2-carboxylate[p] + H+[p] + NADH[p] => L-pipecolate[p] + NAD+[p]	Lysine metabolism	Pan	Absent
HMR_8021	p	L-pipecolate[p] + O2[p] => 1-piperideine-6-carboxylate[p] + H2O2[p]	Lysine metabolism	Pan	Absent
HMR_4702	c	homogentisate[c] + NADPH[c] + O2[c] => CO2[c] + gentisate aldehyde[c] + H+[c] + H2O[c] + NADP+[c]	Tyrosine metabolism	Pan	Absent
HMR_4703	c	gentisate aldehyde[c] + H2O[c] + NAD+[c] => 2,5-dihydroxybenzoate[c] + H+[c] + NADH[c]	Tyrosine metabolism	Pan	Absent
HMR_4704	c	gentisate aldehyde[c] + H2O[c] + O2[c] => 2,5-dihydroxybenzoate[c] + H2O2[c]	Tyrosine metabolism	Pan	Absent
HMR_6988	c	2 H+[c] + H2O2[c] + 2 iodide[c] => 2 H2O[c] + iodine[c]	Tyrosine metabolism	Pan	Absent
HMR_8094	c	noradrenaline[c] + PAPS[c] => norepinephrine sulfate[c] + PAP[c]	Tyrosine metabolism	Pan	Absent
HMR_8533	c	2 2-carboxy-2,3-dihydro-5,6-dihydroxyindole[c] + O2[c] => 2 H2O[c] + 2 L-dopachrome[c]	Tyrosine metabolism	Pan	Absent
HMR_8541	c	O2[c] + 2 tyrosine[c] => 2 L-dopa[c]	Tyrosine metabolism	Pan	Absent
HMR_8542	c	2 L-dopa[c] + O2[c] => 2 H2O[c] + 2 L-dopaquinone[c]	Tyrosine metabolism	Pan	Absent
HMR_8543	c	3-iodo-L-tyrosine[c] + iodine[c] => 3,5-diiodo-L-tyrosine[c] + H+[c] + iodide[c]	Tyrosine metabolism	Pan	Absent
HMR_8544	c	iodine[c] + tyrosine[c] => 3-iodo-L-tyrosine[c] + H+[c] + iodide[c]	Tyrosine metabolism	Pan	Absent
HMR_8630	c	2 4-coumarate[c] + O2[c] => 2 caffeate[c]	Tyrosine metabolism	Pan	Absent
HMR_8540	c	5,6-dihydroxyindole-2-carboxylate[c] + O2[c] + indole-5,6-quinone[c] => H2O[c] + eumelanin[c]	Tyrosine metabolism	Pan	Absent
HMR_9733	c	L-dopachrome[c] => CO2[c] + 5,6-dihydroxyindole[c]	Tyrosine metabolism	Pan	Absent
HMR_9734	c	O2[c] + 2 5,6-dihydroxyindole[c] => 2 H2O[c] + 2 indole-5,6-quinone[c]	Tyrosine metabolism	Pan	Absent
HMR_6924	c	4-methyl-2-oxopentanoate[c] + O2[c] => beta-hydroxy-beta-methylbutyrate[c] + CO2[c]	Valine, leucine, and isoleucine metabolism	Pan	Absent
HMR_6925	c	4-methyl-2-oxopentanoate[c] + H+[c] + NADH[c] <=> alpha-hydroxyisocaproic acid[c] + NAD+[c]	Valine, leucine, and isoleucine metabolism	Pan	Absent
HMR_6926	m	2-methylglutaconyl-CoA[m] + ADP[m] + Pi[m] <=> ATP[m] + H+[m] + HCO3-[m] + tiglyl-CoA[m]	Valine, leucine, and isoleucine metabolism	Pan	Absent
HMR_6927	m	2-methylglutaconic acid[m] + CoA[m] <=> 2-methylglutaconyl-CoA[m] + H2O[m]	Valine, leucine, and isoleucine metabolism	Pan	Absent
HMR_3743	m	CoA[m] + N-arachidonoylglycine[m] <=> arachidonyl-CoA[m] + glycine[m]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4218	c	H2O[c] + L-formylkynurenine[c] => alanine[c] + formylanthranilate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4219	c	formylanthranilate[c] + H2O[c] => anthranilate[c] + formate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4224	c	H2O[c] + kynurenine[c] => alanine[c] + anthranilate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4227	c	2 3-hydroxyanthranilate[c] + 4 O2[c] => cinnavalininate[c] + 2 H+[c] + 2 H2O2[c] + 2 O2-[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4232	c	2-aminomuconate semialdehyde[c] <=> H2O[c] + picolinic acid[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4233	c	2-aminomuconate semialdehyde[c] + H2O[c] + NAD+[c] => 2-aminomuconate[c] + H+[c] + NADH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4235	c	2-aminomuconate[c] + H+[c] + H2O[c] + NADPH[c] => 2-oxoadipate[c] + NADP+[c] + NH3[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_4248	c	oxo-xanthurenate[c] <=> xanthurenate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6708	c	1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate[c] + H2O[c] <=> mannose[c] + tryptophan[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6709	c	beta-carboline[c] + 2 H+[c] + H2O[c] <=> tryptophan[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6710	c	beta-carboline[c] + SAM[c] => harman[c] + SAH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6711	c	SAM[c] + tryptamine[c] => N-methyltryptamine[c] + SAH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6712	c	1,2,3,4-tetrahydro-beta-carboline[c] + H2O[c] <=> formaldehyde[c] + tryptamine[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6720	c	2 H+[c] + kynurenine[c] + UDP-glucuronate[c] => 3-hydroxykynurenine-O-beta-D-glucoside[c] + UDP[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6721	c	3-hydroxykynurenine-O-beta-D-glucoside[c] + H+[c] + NADH[c] => 4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid-O-glucoside[c] + NAD+[c] + NH3[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6722	c	3-hydroxykynurenine-O-beta-D-glucoside[c] + AKG[c] <=> glutamate[c] + H2O[c] + xanthurenate-8-O-beta-D-glucoside[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6723	c	3-hydroxykynurenine-O-beta-D-glucoside[c] + GSH[c] <=> glutathionyl-3-hydroxykynurenine glucoside[c] + H2O[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6725	c	AKG[c] + phenylalanine[c] <=> glutamate[c] + phenylpyruvate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6726	c	O2[c] + phenylpyruvate[c] => 2-hydroxyphenylacetate[c] + CO2[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6727	c	phenylpyruvate[c] => 2-hydroxy-3-phenylpropenoate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6729	c	2 H+[c] + O2[c] + tyrosine[c] => H2O[c] + L-dopa[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6735	c	salsolinol[c] + SAM[c] => SAH[c] + salsoline[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6737	c	salsolinol[c] + SAM[c] => (R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline[c] + SAH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6739	c	salsolinol-1-carboxylate[c] + SAM[c] => SAH[c] + salsoline-1-carboxylate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6744	c	H2O[c] + N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline[c] <=> adrenaline[c] + formaldehyde[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6757	c	3,4-dihydroxyphenylethyleneglycol[c] + SAM[c] => 3-methoxy-4-hydroxyphenylethyleneglycol[c] + SAH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6759	c	3,4-dihydroxyphenylacetaldehyde[c] + dopamine[c] <=> H2O[c] + norlaudanosoline[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6771	c	4-hydroxyphenylpyruvate[c] => 2-hydroxy-3-(4-hydroxyphenyl)propenoate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6792	c	4-hydroxy-3-nitrophenylacetate[c] + 2 H+[c] <=> 4-hydroxyphenylacetate[c] + nitrite[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6798	c	3,5,3-triiodo-L-thyronine-beta-D-glucuronoside[c] + UDP[c] <=> triiodothyronine[c] + UDP-glucuronate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6799	r	triiodothyronine[r] + UDP-glucuronate[r] => 3,5,3-triiodo-L-thyronine-beta-D-glucuronoside[r] + UDP[r]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6802	c	N-methyltyramine[c] + SAM[c] => hordenine[c] + SAH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6803	c	hordenine[c] + O2[c] => H2O[c] + N,N-dimethyldopaminequinone[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6807	c	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c] + H2O[c] <=> dopamine[c] + formaldehyde[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6811	c	5-S-glutathionyl-dopamine[c] <=> dopamine-O-quinone[c] + GSH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6814	c	aminochrome-O-semiquinone[c] + NADP+[c] <=> dopaminochrome[c] + NADPH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6817	c	dopaminochrome[c] + H+[c] + NADPH[c] <=> leukoaminochrome[c] + NADP+[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6818	c	adrenaline[c] => adrenochrome[c] + 4 H+[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6819	c	adrenochrome-O-semiquinone[c] + NADP+[c] <=> adrenochrome[c] + NADPH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6820	c	5-S-glutathionyl-adrenochrome hydroquinone[c] <=> adrenochrome[c] + GSH[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6822	c	noradrenaline[c] => 4 H+[c] + noradrenochrome[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6823	c	NADP+[c] + noradrenochrome-O-semiquinone[c] <=> NADPH[c] + noradrenochrome[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6824	c	5-S-glutathionyl-noradrenochrome hydroquinone[c] <=> GSH[c] + noradrenochrome[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6828	c	3,3-diiodo-L-thyronine[c] + UDP-glucuronate[c] => 3,3-diiodo-L-thyronine-beta-D-glucuronoside[c] + UDP[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6830	r	3,3-diiodo-L-thyronine[r] + UDP-glucuronate[r] => 3,3-diiodo-L-thyronine-beta-D-glucuronoside[r] + UDP[r]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6840	c	3,5-diiodo-L-thyronine[c] + iodide[c] + NADP+[c] <=> NADPH[c] + triiodothyronine[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6842	c	3,5-diiodo-L-thyronine-beta-D-glucuronoside[c] + UDP[c] <=> 3,5-diiodo-L-thyronine[c] + UDP-glucuronate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6843	r	3,5-diiodo-L-thyronine[r] + UDP-glucuronate[r] => 3,5-diiodo-L-thyronine-beta-D-glucuronoside[r] + UDP[r]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6848	c	3,5-diiodo-L-thyronine[c] + NADPH[c] <=> 3-monoiodo-L-thyronine[c] + iodide[c] + NADP+[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6874	c	O2[c] + tyrosine[c] => H2O[c] + L-dopaquinone[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6878	c	5-(S-L-cysteinyl)-dopaquinone[c] + L-dopa[c] <=> 5-S-cysteinyldopa[c] + L-dopaquinone[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6881	c	3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] => benzothiazine[c] + CO2[c] + 2 H+[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6883	c	5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6885	c	L-dopachrome[c] + NADPH[c] <=> dopachrome-O-semiquinone[c] + NADP+[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6886	c	5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6888	c	L-dopachrome[c] => 5,6-dihydroxyindole-2-carboxylate[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_6889	c	5,6-dihydroxyindole-2-carboxylate[c] + O2[c] => 5,6-indolequinone-2-carboxylate[c] + H2O2[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_8795	c	glutamine[c] + phenylacetyl-CoA[c] => CoA[c] + phenylacetylglutamine[c]	Phenylalanine, tyrosine and tryptophan biosynthesis	Pan	Absent
HMR_3919	c	H2O[c] + N-acetylmethionine[c] <=> acetate[c] + methionine[c]	Cysteine and methionine metabolism	Pan	Absent
HMR_3920	c	H2O[c] + homocysteine-thiolactone[c] <=> homocysteine[c]	Cysteine and methionine metabolism	Pan	Absent
HMR_3922	m	CoA[m] + N-acetyl-L-cystathionine[m] <=> acetyl-CoA[m] + L-cystathionine[m]	Cysteine and methionine metabolism	Pan	Absent
HMR_4072	c	DNA[c] + SAM[c] => DNA-5-methylcytosine[c] + H+[c] + SAH[c]	Cysteine and methionine metabolism	Pan	Absent
HMR_5418	m	CoA[m] + N-acetylmethionine[m] <=> acetyl-CoA[m] + methionine[m]	Cysteine and methionine metabolism	Pan	Absent
HMR_5419	m	CoA[m] + N-acetyl-L-cysteine[m] <=> acetyl-CoA[m] + cysteine[m]	Cysteine and methionine metabolism	Pan	Absent
HMR_6523	c	H2O2[c] + thiocyanate[c] <=> H2O[c] + hypothiocyanite[c]	Cysteine and methionine metabolism	Pan	Absent
HMR_8683	c	cystine[c] + H2O[c] => NH3[c] + pyruvate[c] + thiocysteine[c]	Cysteine and methionine metabolism	Pan	Absent
HMR_8684	m	AKG[m] + cysteine[m] <=> glutamate[m] + mercaptopyruvate[m]	Cysteine and methionine metabolism	Pan	Absent
HMR_4688	m	4-aminobutanal[m] + H2O[m] + NAD+[m] => 4-aminobutyrate[m] + H+[m] + NADH[m]	beta-Alanine metabolism	Pan	Absent
HMR_7132	c	ATP[c] + H2O[c] + selenide[c] => AMP[c] + Pi[c] + selenophosphate[c]	Other amino acid	Pan	Absent
HMR_7620	c	ATP[c] + selenomethionine[c] + tRNA(met)[c] => AMP[c] + PPi[c] + selenomethionyl-tRNA(met)[c]	Other amino acid	Pan	Absent
HMR_7698	c	dTDP-galactose[c] <=> dTDP-glucose[c]	Amino sugar and nucleotide sugar metabolism	Pan	Absent
HMR_5144	c	10-formyl-THF[c] + L-methionyl-tRNA(met)[c] => N-formylmethionyl-tRNA[c] + THF[c]	Aminoacyl-tRNA biosynthesis	Pan	Absent
HMR_8254	g	T-antigen[g] + UDP-N-acetylglucosamine[g] => glcnac-alpha-1,4-core 1[g] + UDP[g]	O-glycan metabolism	Pan	Absent
HMR_8256	g	Tn-antigen[g] + UDP-N-acetyl-D-galactosamine[g] => core 5[g] + UDP[g]	O-glycan metabolism	Pan	Absent
HMR_8258	g	core 6[g] + UDP-galactose[g] => F1alpha[g] + UDP[g]	O-glycan metabolism	Pan	Absent
HMR_8260	g	Tn-antigen[g] + UDP-N-acetyl-D-galactosamine[g] => core 7[g] + UDP[g]	O-glycan metabolism	Pan	Absent
HMR_8261	g	Tn-antigen[g] + UDP-galactose[g] => core 8[g] + UDP[g]	O-glycan metabolism	Pan	Absent
HMR_7285	r	(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r] + [protein]-L-asparagine[r] => (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + dolichyl-diphosphate[r]	N-glycan metabolism	Pan	Absent
