RxnID	Comps	Eq	Subs	Type	nModelsXGPR.rxnMaxInAnyGPR	Class
HMR_0547	c	0.0001 (10Z)-heptadecenoyl-CoA[c] + 0.0001 (11Z)-docosenoyl-CoA[c] + 0.0001 (11Z)-eicosenoyl-CoA[c] + 0.0001 (11Z,14Z)-eicosadienoyl-CoA[c] + 0.0001 (11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + 0.0001 (13Z)-docosenoyl-CoA[c] + 0.0001 (13Z)-eicosenoyl-CoA[c] + 0.0001 (13Z)-octadecenoyl-CoA[c] + 0.0001 (13Z,16Z)-docosadienoyl-CoA[c] + 0.0001 (15Z)-tetracosenoyl-CoA[c] + 0.0011 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + 0.0221 (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 0.0001 (5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + 0.0035 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 0.0001 (6Z,9Z)-octadecadienoyl-CoA[c] + 0.0026 (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 0.0001 (7Z)-octadecenoyl-CoA[c] + 0.0001 (7Z)-tetradecenoyl-CoA[c] + 0.0022 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + 0.0038 (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + 0.0001 (8Z,11Z)-eicosadienoyl-CoA[c] + 0.0001 (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 0.0001 (9E)-octadecenoyl-CoA[c] + 0.0001 (9E)-tetradecenoyl-CoA[c] + 0.0001 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 0.0001 10,13,16,19-docosatetraenoyl-CoA[c] + 0.0001 10,13,16-docosatrienoyl-CoA[c] + 0.0001 12,15,18,21-tetracosatetraenoyl-CoA[c] + 0.0001 13,16,19-docosatrienoyl-CoA[c] + 0.0001 5-tetradecenoyl-CoA[c] + 0.014 7-hexadecenoyl-CoA[c] + 0.0001 9-eicosenoyl-CoA[c] + 0.0001 9-heptadecenoyl-CoA[c] + 0.0264 arachidonyl-CoA[c] + 0.0194 cis-vaccenoyl-CoA[c] + 0.0141 dihomo-gamma-linolenoyl-CoA[c] + 0.0001 docosanoyl-CoA[c] + 0.0001 eicosanoyl-CoA[c] + 0.0081 gamma-linolenoyl-CoA[c] + 0.0001 heneicosanoyl-CoA[c] + 0.0001 heptadecanoyl-CoA[c] + 0.0001 hexacosanoyl-CoA[c] + 0.0001 hexacosenoyl-CoA[c] + 0.0001 lauroyl-CoA[c] + 0.0023 linolenoyl-CoA[c] + 0.278 linoleoyl-CoA[c] + 0.003 myristoyl-CoA[c] + 0.0001 nonadecanoyl-CoA[c] + 0.4519 oleoyl-CoA[c] + 0.0001 palmitoleoyl-CoA[c] + 0.0849 palmitoyl-CoA[c] + 0.0001 pentadecanoyl-CoA[c] + 0.0584 stearoyl-CoA[c] + 0.0001 tetracosanoyl-CoA[c] + 0.0001 tricosanoyl-CoA[c] + 0.0001 tridecanoyl-CoA[c] => acyl-CoA-LD-TG3 pool[c]	Pool reactions	Core	0	Connectivity
HMR_0548	c	0.0005 (10Z)-heptadecenoyl-CoA[c] + 0.0005 (11Z)-docosenoyl-CoA[c] + 0.0005 (11Z)-eicosenoyl-CoA[c] + 0.0005 (11Z,14Z)-eicosadienoyl-CoA[c] + 0.0005 (11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + 0.0005 (13Z)-docosenoyl-CoA[c] + 0.0005 (13Z)-eicosenoyl-CoA[c] + 0.0005 (13Z)-octadecenoyl-CoA[c] + 0.0005 (13Z,16Z)-docosadienoyl-CoA[c] + 0.0005 (15Z)-tetracosenoyl-CoA[c] + 0.0039 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + 0.0252 (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 0.0005 (5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + 0.0109 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 0.0005 (6Z,9Z)-octadecadienoyl-CoA[c] + 0.0026 (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 0.0005 (7Z)-octadecenoyl-CoA[c] + 0.0005 (7Z)-tetradecenoyl-CoA[c] + 0.0011 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + 0.0056 (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + 0.0005 (8Z,11Z)-eicosadienoyl-CoA[c] + 0.0178 (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 0.0005 (9E)-octadecenoyl-CoA[c] + 0.0005 (9E)-tetradecenoyl-CoA[c] + 0.0005 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 0.0005 (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 0.0005 10,13,16,19-docosatetraenoyl-CoA[c] + 0.0005 10,13,16-docosatrienoyl-CoA[c] + 0.0005 12,15,18,21-tetracosatetraenoyl-CoA[c] + 0.0005 13,16,19-docosatrienoyl-CoA[c] + 0.0005 5-tetradecenoyl-CoA[c] + 0.0105 7-hexadecenoyl-CoA[c] + 0.0005 9-eicosenoyl-CoA[c] + 0.0005 9-heptadecenoyl-CoA[c] + 0.0709 arachidonyl-CoA[c] + 0.0271 cis-vaccenoyl-CoA[c] + 0.0228 dihomo-gamma-linolenoyl-CoA[c] + 0.0005 docosanoyl-CoA[c] + 0.0005 eicosanoyl-CoA[c] + 0.0036 gamma-linolenoyl-CoA[c] + 0.0005 heneicosanoyl-CoA[c] + 0.0005 heptadecanoyl-CoA[c] + 0.0005 hexacosanoyl-CoA[c] + 0.0005 hexacosenoyl-CoA[c] + 0.0005 lauroyl-CoA[c] + 0.0047 linolenoyl-CoA[c] + 0.2479 linoleoyl-CoA[c] + 0.0054 myristoyl-CoA[c] + 0.0005 nonadecanoyl-CoA[c] + 0.1143 oleoyl-CoA[c] + 0.0005 palmitoleoyl-CoA[c] + 0.2781 palmitoyl-CoA[c] + 0.0005 pentadecanoyl-CoA[c] + 0.1271 stearoyl-CoA[c] + 0.0005 tetracosanoyl-CoA[c] + 0.0005 tricosanoyl-CoA[c] + 0.0005 tridecanoyl-CoA[c] => acyl-CoA-LD-PC pool[c]	Pool reactions	Core	0	Connectivity
HMR_0551	c	0.0005 (10Z)-heptadecenoyl-CoA[c] + 0.0005 (11Z)-docosenoyl-CoA[c] + 0.0005 (11Z)-eicosenoyl-CoA[c] + 0.0005 (11Z,14Z)-eicosadienoyl-CoA[c] + 0.0005 (11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + 0.0005 (13Z)-docosenoyl-CoA[c] + 0.0005 (13Z)-eicosenoyl-CoA[c] + 0.0005 (13Z)-octadecenoyl-CoA[c] + 0.0005 (13Z,16Z)-docosadienoyl-CoA[c] + 0.0005 (15Z)-tetracosenoyl-CoA[c] + 0.0124 (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + 0.0269 (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 0.0005 (5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + 0.0043 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 0.0005 (6Z,9Z)-octadecadienoyl-CoA[c] + 0.0027 (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 0.0005 (7Z)-octadecenoyl-CoA[c] + 0.0005 (7Z)-tetradecenoyl-CoA[c] + 0.0031 (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + 0.0101 (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + 0.0005 (8Z,11Z)-eicosadienoyl-CoA[c] + 0.0179 (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 0.0005 (9E)-octadecenoyl-CoA[c] + 0.0005 (9E)-tetradecenoyl-CoA[c] + 0.0005 (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 0.0005 (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 0.0005 10,13,16,19-docosatetraenoyl-CoA[c] + 0.0005 10,13,16-docosatrienoyl-CoA[c] + 0.0005 12,15,18,21-tetracosatetraenoyl-CoA[c] + 0.0005 13,16,19-docosatrienoyl-CoA[c] + 0.0005 5-tetradecenoyl-CoA[c] + 0.0053 7-hexadecenoyl-CoA[c] + 0.0005 9-eicosenoyl-CoA[c] + 0.0005 9-heptadecenoyl-CoA[c] + 0.2118 arachidonyl-CoA[c] + 0.0266 cis-vaccenoyl-CoA[c] + 0.0228 dihomo-gamma-linolenoyl-CoA[c] + 0.0005 docosanoyl-CoA[c] + 0.0005 eicosanoyl-CoA[c] + 0.0012 gamma-linolenoyl-CoA[c] + 0.0005 heneicosanoyl-CoA[c] + 0.0005 heptadecanoyl-CoA[c] + 0.0005 hexacosanoyl-CoA[c] + 0.0005 hexacosenoyl-CoA[c] + 0.0005 lauroyl-CoA[c] + 0.0019 linolenoyl-CoA[c] + 0.0678 linoleoyl-CoA[c] + 0.0056 myristoyl-CoA[c] + 0.0005 nonadecanoyl-CoA[c] + 0.136 oleoyl-CoA[c] + 0.0005 palmitoleoyl-CoA[c] + 0.0678 palmitoyl-CoA[c] + 0.0005 pentadecanoyl-CoA[c] + 0.3553 stearoyl-CoA[c] + 0.0005 tetracosanoyl-CoA[c] + 0.0005 tricosanoyl-CoA[c] + 0.0005 tridecanoyl-CoA[c] => acyl-CoA-LD-PI pool[c]	Pool reactions	Core	0	Connectivity
HMR_0556	c	0.0005 1-acylglycerol-3P-10,13,16,19-doco[c] + 0.0005 1-acylglycerol-3P-10,13,16-docosa[c] + 0.0005 1-acylglycerol-3P-10-heptade[c] + 0.0005 1-acylglycerol-3P-11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-11,14-eicosa[c] + 0.0005 1-acylglycerol-3P-11-docose[c] + 0.0005 1-acylglycerol-3P-11-eico[c] + 0.0005 1-acylglycerol-3P-12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-13,16,19-doco[c] + 0.0005 1-acylglycerol-3P-13,16-docosa[c] + 0.0005 1-acylglycerol-3P-13-docose[c] + 0.0005 1-acylglycerol-3P-13-eicose[c] + 0.0005 1-acylglycerol-3P-13-octade[c] + 0.0005 1-acylglycerol-3P-15-tetra[c] + 0.0252 1-acylglycerol-3P-4,7,10,13,16,19-doco[c] + 0.0039 1-acylglycerol-3P-4,7,10,13,16-docosa[c] + 0.0109 1-acylglycerol-3P-5,8,11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-5,8,11-eico[c] + 0.0005 1-acylglycerol-3P-5-tetrade[c] + 0.0005 1-acylglycerol-3P-6,9,12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-6,9,12,15,18-tetraco[c] + 0.0026 1-acylglycerol-3P-6,9,12,15-octa[c] + 0.0005 1-acylglycerol-3P-6,9-octa[c] + 0.0056 1-acylglycerol-3P-7,10,13,16,19-docosa[c] + 0.0011 1-acylglycerol-3P-7,10,13,16-docosa[c] + 0.0105 1-acylglycerol-3P-7-hexade[c] + 0.0005 1-acylglycerol-3P-7-octade[c] + 0.0005 1-acylglycerol-3P-7-tetrade[c] + 0.0178 1-acylglycerol-3P-8,11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-8,11-eico[c] + 0.0005 1-acylglycerol-3P-9,12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-9,12,15,18-tetraco[c] + 0.0005 1-acylglycerol-3P-9-eicose[c] + 0.0005 1-acylglycerol-3P-9-heptade[c] + 0.0005 1-acylglycerol-3P-9-octade[c] + 0.0005 1-acylglycerol-3P-9-tetrade[c] + 0.0709 1-acylglycerol-3P-arach[c] + 0.0271 1-acylglycerol-3P-cis-vac[c] + 0.0228 1-acylglycerol-3P-dihomo-gamma[c] + 0.0005 1-acylglycerol-3P-docosa[c] + 0.0005 1-acylglycerol-3P-eico[c] + 0.0036 1-acylglycerol-3P-gamma-lin[c] + 0.0005 1-acylglycerol-3P-heneico[c] + 0.0005 1-acylglycerol-3P-heptade[c] + 0.0005 1-acylglycerol-3P-hexacosa[c] + 0.0005 1-acylglycerol-3P-hexecose[c] + 0.0005 1-acylglycerol-3P-laur[c] + 0.2479 1-acylglycerol-3P-lin[c] + 0.0047 1-acylglycerol-3P-linolen[c] + 0.0054 1-acylglycerol-3P-myrist[c] + 0.0005 1-acylglycerol-3P-nanode[c] + 0.1143 1-acylglycerol-3P-ol[c] + 0.2781 1-acylglycerol-3P-palm[c] + 0.0005 1-acylglycerol-3P-palmn[c] + 0.0005 1-acylglycerol-3P-pentade[c] + 0.1271 1-acylglycerol-3P-stea[c] + 0.0005 1-acylglycerol-3P-tetraco[c] + 0.0005 1-acylglycerol-3P-trico[c] + 0.0005 1-acylglycerol-3P-tridec[c] => 1-acylglycerol-3P-LD-PC pool[c]	Pool reactions	Core	0	Connectivity
HMR_0559	c	0.0005 1-acylglycerol-3P-10,13,16,19-doco[c] + 0.0005 1-acylglycerol-3P-10,13,16-docosa[c] + 0.0005 1-acylglycerol-3P-10-heptade[c] + 0.0005 1-acylglycerol-3P-11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-11,14-eicosa[c] + 0.0005 1-acylglycerol-3P-11-docose[c] + 0.0005 1-acylglycerol-3P-11-eico[c] + 0.0005 1-acylglycerol-3P-12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-13,16,19-doco[c] + 0.0005 1-acylglycerol-3P-13,16-docosa[c] + 0.0005 1-acylglycerol-3P-13-docose[c] + 0.0005 1-acylglycerol-3P-13-eicose[c] + 0.0005 1-acylglycerol-3P-13-octade[c] + 0.0005 1-acylglycerol-3P-15-tetra[c] + 0.0269 1-acylglycerol-3P-4,7,10,13,16,19-doco[c] + 0.0124 1-acylglycerol-3P-4,7,10,13,16-docosa[c] + 0.0043 1-acylglycerol-3P-5,8,11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-5,8,11-eico[c] + 0.0005 1-acylglycerol-3P-5-tetrade[c] + 0.0005 1-acylglycerol-3P-6,9,12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-6,9,12,15,18-tetraco[c] + 0.0027 1-acylglycerol-3P-6,9,12,15-octa[c] + 0.0005 1-acylglycerol-3P-6,9-octa[c] + 0.0101 1-acylglycerol-3P-7,10,13,16,19-docosa[c] + 0.0031 1-acylglycerol-3P-7,10,13,16-docosa[c] + 0.0053 1-acylglycerol-3P-7-hexade[c] + 0.0005 1-acylglycerol-3P-7-octade[c] + 0.0005 1-acylglycerol-3P-7-tetrade[c] + 0.0179 1-acylglycerol-3P-8,11,14,17-eico[c] + 0.0005 1-acylglycerol-3P-8,11-eico[c] + 0.0005 1-acylglycerol-3P-9,12,15,18,21-tetra[c] + 0.0005 1-acylglycerol-3P-9,12,15,18-tetraco[c] + 0.0005 1-acylglycerol-3P-9-eicose[c] + 0.0005 1-acylglycerol-3P-9-heptade[c] + 0.0005 1-acylglycerol-3P-9-octade[c] + 0.0005 1-acylglycerol-3P-9-tetrade[c] + 0.2118 1-acylglycerol-3P-arach[c] + 0.0266 1-acylglycerol-3P-cis-vac[c] + 0.0228 1-acylglycerol-3P-dihomo-gamma[c] + 0.0005 1-acylglycerol-3P-docosa[c] + 0.0005 1-acylglycerol-3P-eico[c] + 0.0012 1-acylglycerol-3P-gamma-lin[c] + 0.0005 1-acylglycerol-3P-heneico[c] + 0.0005 1-acylglycerol-3P-heptade[c] + 0.0005 1-acylglycerol-3P-hexacosa[c] + 0.0005 1-acylglycerol-3P-hexecose[c] + 0.0005 1-acylglycerol-3P-laur[c] + 0.0678 1-acylglycerol-3P-lin[c] + 0.0019 1-acylglycerol-3P-linolen[c] + 0.0056 1-acylglycerol-3P-myrist[c] + 0.0005 1-acylglycerol-3P-nanode[c] + 0.136 1-acylglycerol-3P-ol[c] + 0.0678 1-acylglycerol-3P-palm[c] + 0.0005 1-acylglycerol-3P-palmn[c] + 0.0005 1-acylglycerol-3P-pentade[c] + 0.3553 1-acylglycerol-3P-stea[c] + 0.0005 1-acylglycerol-3P-tetraco[c] + 0.0005 1-acylglycerol-3P-trico[c] + 0.0005 1-acylglycerol-3P-tridec[c] => 1-acylglycerol-3P-LD-PI pool[c]	Pool reactions	Core	0	Connectivity
HMR_0689	c	fatty acid-LD-PE pool[c] => 0.0005 (10Z)-heptadecenoic acid[c] + 0.0005 (11Z,14Z)-eicosadienoic acid[c] + 0.0005 (11Z,14Z,17Z)-eicosatrienoic acid[c] + 0.0005 (13Z)-eicosenoic acid[c] + 0.0005 (13Z)-octadecenoic acid[c] + 0.0005 (13Z,16Z)-docosadienoic acid[c] + 0.0052 (4Z,7Z,10Z,13Z,16Z)-DPA[c] + 0.0005 (6Z,9Z)-octadecadienoic acid[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z)-TPA[c] + 0.0005 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + 0.0005 (7Z)-octadecenoic acid[c] + 0.0005 (7Z)-tetradecenoic acid[c] + 0.0005 (9E)-tetradecenoic acid[c] + 0.0005 (9Z,12Z,15Z,18Z)-TTA[c] + 0.0005 (9Z,12Z,15Z,18Z,21Z)-TPA[c] + 0.0005 10,13,16,19-docosatetraenoic acid[c] + 0.0005 10,13,16-docosatriynoic acid[c] + 0.0005 12,15,18,21-tetracosatetraenoic acid[c] + 0.0005 13,16,19-docosatrienoic acid[c] + 0.0005 7-palmitoleic acid[c] + 0.0005 8,11-eicosadienoic acid[c] + 0.0005 9-eicosenoic acid[c] + 0.0005 9-heptadecylenic acid[c] + 0.0007 adrenic acid[c] + 0.2125 arachidonate[c] + 0.0005 behenic acid[c] + 0.0005 cerotic acid[c] + 0.0005 cis-cetoleic acid[c] + 0.0005 cis-erucic acid[c] + 0.0005 cis-gondoic acid[c] + 0.0285 cis-vaccenic acid[c] + 0.0459 DHA[c] + 0.0411 dihomo-gamma-linolenate[c] + 0.0067 DPA[c] + 0.0005 eicosanoate[c] + 0.0005 elaidate[c] + 0.0221 EPA[c] + 0.0011 gamma-linolenate[c] + 0.0005 henicosanoic acid[c] + 0.0005 lauric acid[c] + 0.0005 lignocerate[c] + 0.1312 linoleate[c] + 0.0166 linolenate[c] + 0.0005 margaric acid[c] + 0.0005 mead acid[c] + 0.0319 myristic acid[c] + 0.0005 nervonic acid[c] + 0.0005 nonadecylic acid[c] + 0.0619 oleate[c] + 0.0163 omega-3-arachidonic acid[c] + 0.1243 palmitate[c] + 0.0327 palmitolate[c] + 0.0005 pentadecylic acid[c] + 0.0005 physeteric acid[c] + 0.1983 stearate[c] + 0.0025 stearidonic acid[c] + 0.0005 tricosanoic acid[c] + 0.0005 tridecylic acid[c] + 0.0005 ximenic acid[c]	Pool reactions	Core	0	Connectivity
HMR_0015	s	NEFA blood pool in[s] => 0.0048 (10Z)-heptadecenoic acid[s] + 0.0016 (11Z,14Z)-eicosadienoic acid[s] + 0.0016 (11Z,14Z,17Z)-eicosatrienoic acid[s] + 0.0001 (13Z)-eicosenoic acid[s] + 0.0001 (13Z)-octadecenoic acid[s] + 0.0001 (13Z,16Z)-docosadienoic acid[s] + 0.0001 (4Z,7Z,10Z,13Z,16Z)-DPA[s] + 0.0001 (6Z,9Z)-octadecadienoic acid[s] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[s] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[s] + 0.0001 (7Z)-octadecenoic acid[s] + 0.0001 (7Z)-tetradecenoic acid[s] + 0.0001 (9E)-tetradecenoic acid[s] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[s] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[s] + 0.0001 10,13,16,19-docosatetraenoic acid[s] + 0.0001 10,13,16-docosatriynoic acid[s] + 0.0001 12,15,18,21-tetracosatetraenoic acid[s] + 0.0001 13,16,19-docosatrienoic acid[s] + 0.0001 7-palmitoleic acid[s] + 0.0001 8,11-eicosadienoic acid[s] + 0.0001 9-eicosenoic acid[s] + 0.0001 9-heptadecylenic acid[s] + 0.0017 adrenic acid[s] + 0.0137 arachidonate[s] + 0.0007 behenic acid[s] + 0.0005 cerotic acid[s] + 0.0001 cis-cetoleic acid[s] + 0.0002 cis-erucic acid[s] + 0.0001 cis-gondoic acid[s] + 0.0001 cis-vaccenic acid[s] + 0.0046 DHA[s] + 0.0025 dihomo-gamma-linolenate[s] + 0.0019 DPA[s] + 0.0011 eicosanoate[s] + 0.0001 elaidate[s] + 0.002 EPA[s] + 0.0048 gamma-linolenate[s] + 0.0001 henicosanoic acid[s] + 0.0034 lauric acid[s] + 0.0012 lignocerate[s] + 0.071 linoleate[s] + 0.0005 linolenate[s] + 0.0056 margaric acid[s] + 0.0005 mead acid[s] + 0.0283 myristic acid[s] + 0.0003 nervonic acid[s] + 0.0001 nonadecylic acid[s] + 0.3746 oleate[s] + 0.0001 omega-3-arachidonic acid[s] + 0.2949 palmitate[s] + 0.0686 palmitolate[s] + 0.003 pentadecylic acid[s] + 0.0001 physeteric acid[s] + 0.1031 stearate[s] + 0.0001 stearidonic acid[s] + 0.0002 tricosanoic acid[s] + 0.0001 tridecylic acid[s] + 0.0001 ximenic acid[s]	Transport, extracellular	Core	0	Connectivity
HMR_2013	s	aldosterone[c] <=> aldosterone[s]	Transport, extracellular	Core	0	Connectivity
HMR_4432	s	methylimidazoleacetic acid[c] <=> methylimidazoleacetic acid[s]	Transport, extracellular	Core	0	Connectivity
HMR_4896	s	O2[c] <=> O2[s]	Transport, extracellular	Core	0	Connectivity
HMR_4919	s	CO2[c] <=> CO2[s]	Transport, extracellular	Core	0	Connectivity
HMR_5009	s	NO[c] <=> NO[s]	Transport, extracellular	Core	0	Connectivity
HMR_5213	s	fibrinogen[c] <=> fibrinogen[s]	Transport, extracellular	Core	0	Connectivity
HMR_5231	s	LPL[c] <=> LPL[s]	Transport, extracellular	Core	0	Connectivity
HMR_6250	s	bilirubin-bisglucuronoside[c] <=> bilirubin-bisglucuronoside[s]	Transport, extracellular	Core	0	Connectivity
HMR_6258	s	bilirubin-monoglucuronoside[c] <=> bilirubin-monoglucuronoside[s]	Transport, extracellular	Core	0	Connectivity
HMR_7109	s	benzo[a]pyrene[s] => benzo[a]pyrene[c]	Transport, extracellular	Core	0	Connectivity
HMR_7113	s	aflatoxin B1[s] => aflatoxin B1[c]	Transport, extracellular	Core	0	Connectivity
HMR_7119	s	7,12-dimethylbenz[a]anthracene[s] => 7,12-dimethylbenz[a]anthracene[c]	Transport, extracellular	Core	0	Connectivity
HMR_7123	s	1-nitronaphthalene[s] => 1-nitronaphthalene[c]	Transport, extracellular	Core	0	Connectivity
HMR_7125	s	1,1-dichloroethylene[s] => 1,1-dichloroethylene[c]	Transport, extracellular	Core	0	Connectivity
HMR_7173	s	disialyl-T antigen[c] <=> disialyl-T antigen[s]	Transport, extracellular	Core	0	Connectivity
HMR_7184	s	sialyl-Tn antigen[c] <=> sialyl-Tn antigen[s]	Transport, extracellular	Core	0	Connectivity
HMR_7690	s	PNP[c] <=> PNP[s]	Transport, extracellular	Core	0	Connectivity
HMR_7798	s	CO[c] <=> CO[s]	Transport, extracellular	Core	0	Connectivity
HMR_7896	s	ethanolamine[c] <=> ethanolamine[s]	Transport, extracellular	Core	0	Connectivity
HMR_7906	s	dihydroneopterin[c] <=> dihydroneopterin[s]	Transport, extracellular	Core	0	Connectivity
HMR_8051	s	tolbutamide[c] <=> tolbutamide[s]	Transport, extracellular	Core	0	Connectivity
HMR_8053	s	4-hydroxy-tolbutamide[c] <=> 4-hydroxy-tolbutamide[s]	Transport, extracellular	Core	0	Connectivity
HMR_8054	s	nifedipine[c] <=> nifedipine[s]	Transport, extracellular	Core	0	Connectivity
HMR_8056	s	hydroxy-nifedipine[c] <=> hydroxy-nifedipine[s]	Transport, extracellular	Core	0	Connectivity
HMR_8057	s	ebastine[c] <=> ebastine[s]	Transport, extracellular	Core	0	Connectivity
HMR_8061	s	hydroxylated-ebastine[c] <=> hydroxylated-ebastine[s]	Transport, extracellular	Core	0	Connectivity
HMR_8079	s	2-methylcitrate[c] <=> 2-methylcitrate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8100	s	isocaproic-aldehyde[c] <=> isocaproic-aldehyde[s]	Transport, extracellular	Core	0	Connectivity
HMR_8101	s	4-nitrophenyl-sulfate[c] <=> 4-nitrophenyl-sulfate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8154	s	gal-glcnac-gal-globoside[c] <=> gal-glcnac-gal-globoside[s]	Transport, extracellular	Core	0	Connectivity
HMR_8158	s	sialyl(1,3)-sialyl(2,6)-galactosylgloboside[c] <=> sialyl(1,3)-sialyl(2,6)-galactosylgloboside[s]	Transport, extracellular	Core	0	Connectivity
HMR_8161	s	sialyl(2,3)-sialyl(2,6)-galactosylgloboside[c] <=> sialyl(2,3)-sialyl(2,6)-galactosylgloboside[s]	Transport, extracellular	Core	0	Connectivity
HMR_8164	s	disialylgalactosylgloboside[c] <=> disialylgalactosylgloboside[s]	Transport, extracellular	Core	0	Connectivity
HMR_8214	s	digalactosylceramidesulfate[c] <=> digalactosylceramidesulfate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8223	s	fucosyl-galactosylgloboside[c] <=> fucosyl-galactosylgloboside[s]	Transport, extracellular	Core	0	Connectivity
HMR_8253	s	galgalgalthcrm heparan sulfate[c] <=> galgalgalthcrm heparan sulfate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8270	s	fucgalfucgalacglcgalgluside heparan sulfate[c] <=> fucgalfucgalacglcgalgluside heparan sulfate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8273	s	glycolipid[c] <=> glycolipid[s]	Transport, extracellular	Core	0	Connectivity
HMR_8283	s	galfuc12gal14acglcgalgluside heparan sulfate[c] <=> galfuc12gal14acglcgalgluside heparan sulfate[s]	Transport, extracellular	Core	0	Connectivity
HMR_8297	s	type IIIAb[c] <=> type IIIAb[s]	Transport, extracellular	Core	0	Connectivity
HMR_8321	s	IV3Neu5Ac,III4Fuc-Lc4Cer[c] <=> IV3Neu5Ac,III4Fuc-Lc4Cer[s]	Transport, extracellular	Core	0	Connectivity
HMR_8324	s	lacto-N-fucopentaosyl-III-ceramide[c] <=> lacto-N-fucopentaosyl-III-ceramide[s]	Transport, extracellular	Core	0	Connectivity
HMR_8336	s	III3Fuc-nLc6Cer[c] <=> III3Fuc-nLc6Cer[s]	Transport, extracellular	Core	0	Connectivity
HMR_8339	s	VI3NeuAc-nLc6Cer[c] <=> VI3NeuAc-nLc6Cer[s]	Transport, extracellular	Core	0	Connectivity
HMR_8593	s	androsterone[c] <=> androsterone[s]	Transport, extracellular	Core	0	Connectivity
