RxnID	Comps	Eq	Subs	Type	nModelsXGPR.rxnMaxInAnyGPR	Class
HMR_1155	r	6,7-dihydro-5-oxo-LTB4[r] + H+[r] + NADPH[r] <=> 6,7-dihydro-LTB4[r] + NADP+[r]	Leukotriene metabolism	Core	781	Contextual
HMR_1156	p	6,7-dihydro-5-oxo-LTB4[p] + H+[p] + NADPH[p] <=> 6,7-dihydro-LTB4[p] + NADP+[p]	Leukotriene metabolism	Core	781	Contextual
HMR_1193	c	5-oxo-(6E)-12-epi-LTB4[c] + H+[c] + NADPH[c] <=> 6,7-dihydro-5-oxo-12-epi-LTB4[c] + NADP+[c]	Leukotriene metabolism	Core	781	Contextual
HMR_1194	m	5-oxo-(6E)-12-epi-LTB4[m] + H+[m] + NADPH[m] <=> 6,7-dihydro-5-oxo-12-epi-LTB4[m] + NADP+[m]	Leukotriene metabolism	Core	781	Contextual
HMR_1195	r	5-oxo-(6E)-12-epi-LTB4[r] + H+[r] + NADPH[r] <=> 6,7-dihydro-5-oxo-12-epi-LTB4[r] + NADP+[r]	Leukotriene metabolism	Core	781	Contextual
HMR_1196	p	5-oxo-(6E)-12-epi-LTB4[p] + H+[p] + NADPH[p] <=> 6,7-dihydro-5-oxo-12-epi-LTB4[p] + NADP+[p]	Leukotriene metabolism	Core	781	Contextual
HMR_8548	r	H2O[r] + leukotriene C4[r] <=> glutamate[r] + LTD4[r]	Eicosanoid metabolism	Core	859	Contextual
HMR_0605	c	1,2-diacylglycerol-LD-TAG pool[c] + acyl-CoA-LD-TG3 pool[c] => CoA[c] + TAG-LD pool[c]	Acylglycerides metabolism	Core	866	Contextual
HMR_2042	c	estradiol-17beta[c] + H+[c] + NADPH[c] + O2[c] => 2-hydroxyestradiol-17beta[c] + H2O[c] + NADP+[c]	Estrogen metabolism	Core	781	Contextual
HMR_2053	c	estrone[c] + H+[c] + NADPH[c] + O2[c] => 16alpha-hydroxyestrone[c] + H2O[c] + NADP+[c]	Estrogen metabolism	Core	781	Contextual
HMR_0849	c	CMP-N-acetylneuraminate[c] + GA2[c] => CMP[c] + GM2[c]	Glycosphingolipid biosynthesis-ganglio series	Core	810	Contextual
HMR_1393	r	2 H+[r] + prostaglandin G1[r] <=> H2O[r] + prostaglandin H1[r]	prostaglandin biosynthesis	Core	836	Contextual
HMR_6396	c	dehydroascorbic acid[c] + H+[c] + NADPH[c] => ascorbate[c] + NADP+[c]	Ascorbate and aldarate metabolism	Core	868	Contextual
HMR_6657	c	H+[c] + NADPH[c] + O2[c] + retinoate[c] => 18-hydroxy-all-trans-retinoate[c] + H2O[c] + NADP+[c]	Retinol metabolism	Core	781	Contextual
HMR_5455	s	chloride[s] + glycine[s] + 2 Na+[s] => chloride[c] + glycine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_6055	s	thyroxine[c] <=> thyroxine[s]	Transport, extracellular	Core	856	Contextual
HMR_6101	s	HCO3-[c] + prostaglandin E2[s] => HCO3-[s] + prostaglandin E2[c]	Transport, extracellular	Core	856	Contextual
HMR_6129	s	estrone 3-sulfate[s] + HCO3-[c] => estrone 3-sulfate[c] + HCO3-[s]	Transport, extracellular	Core	856	Contextual
HMR_6246	s	prostaglandin E2[s] => prostaglandin E2[c]	Transport, extracellular	Core	856	Contextual
HMR_6268	s	prostaglandin E1[s] => prostaglandin E1[c]	Transport, extracellular	Core	856	Contextual
HMR_9591	s	alanine[s] + chloride[s] + 2 Na+[s] => alanine[c] + chloride[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9592	s	arginine[s] + chloride[s] + 2 Na+[s] => arginine[c] + chloride[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9593	s	chloride[s] + histidine[s] + 2 Na+[s] => chloride[c] + histidine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9594	s	chloride[s] + isoleucine[s] + 2 Na+[s] => chloride[c] + isoleucine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9595	s	chloride[s] + leucine[s] + 2 Na+[s] => chloride[c] + leucine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9596	s	chloride[s] + lysine[s] + 2 Na+[s] => chloride[c] + lysine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9597	s	chloride[s] + methionine[s] + 2 Na+[s] => chloride[c] + methionine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9598	s	chloride[s] + 2 Na+[s] + valine[s] => chloride[c] + 2 Na+[c] + valine[c]	Transport, extracellular	Core	862	Contextual
HMR_9599	s	chloride[s] + cysteine[s] + 2 Na+[s] => chloride[c] + cysteine[c] + 2 Na+[c]	Transport, extracellular	Core	862	Contextual
HMR_9600	s	chloride[s] + 2 Na+[s] + serine[s] => chloride[c] + 2 Na+[c] + serine[c]	Transport, extracellular	Core	862	Contextual
HMR_1392	r	2 H+[c] + prostaglandin G1[c] <=> H2O[r] + prostaglandin H1[c]	Transport, endoplasmic reticular	Core	836	Contextual
